Metric,Spearman_Rho,P_Value,N_samples,Adj_P_Value,Significant
2-up_incidence-0_spectral_gap_mean,0.7221969279317811,0.0003234525700784082,20,0.033773886095879724,True
2-down_incidence-2_spectral_gap_mean,0.7221969279317811,0.0003234525700784082,20,0.033773886095879724,True
2-up_adjacency-0_spectral_gap_mean,0.6586072613214355,0.0015907141325235958,20,0.033773886095879724,True
up_adjacency-1_spectral_gap_mean,0.6586072613214355,0.0015907141325235958,20,0.033773886095879724,True
down_incidence-2_effective_diameter_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-down_adjacency-2_spectral_radius_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
down_adjacency-2_spectral_radius_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-down_adjacency-2_kirchhoff_index_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
up_incidence-1_degree_assortativity_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
up_incidence-1_effective_diameter_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-up_incidence-0_degree_assortativity_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
down_adjacency-2_kirchhoff_index_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-up_incidence-0_effective_diameter_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
up_adjacency-1_effective_diameter_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
down_incidence-2_degree_assortativity_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-down_adjacency-2_clustering_coefficient_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-down_incidence-2_effective_diameter_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
up_adjacency-0_clustering_coefficient_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
2-down_incidence-2_degree_assortativity_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
down_adjacency-2_clustering_coefficient_min,0.628654727904987,0.00298883947751148,20,0.033773886095879724,True
up_incidence-0_effective_diameter_max,-0.5919895153486926,0.005962294823880562,20,0.05389914520788028,False
down_adjacency-1_degree_assortativity_mean,-0.5919895153486926,0.005962294823880562,20,0.05389914520788028,False
up_adjacency-0_effective_diameter_max,-0.5919895153486926,0.005962294823880562,20,0.05389914520788028,False
down_incidence-1_effective_diameter_max,-0.5919895153486926,0.005962294823880562,20,0.05389914520788028,False
down_adjacency-1_effective_diameter_max,-0.5919895153486926,0.005962294823880562,20,0.05389914520788028,False
